####################################################################################################
# ACE v0.9d+ Filelists                                                                             #
####################################################################################################
# Format:                                                                                          #
# <Whitelist identifier>                                                                           #
# <FileName><TAB>+<FileSize><TAB>+<MD5 Hash><TAB>+<File Identifier><TAB>+<Hacked>?                 #
# <FileName><TAB>+<FileSize><TAB>+<MD5 Hash><TAB>+<File Identifier><TAB>+<Hacked>?                 #
# <Signature>                                                                                      #
#                                                                                                  #
# Guidelines:                                                                                      #
# > Values must be separated by one or more tabs (hence: <TAB>+)                                   #
# > <FileSize> = -1 => All sizes allowed                                                           #
# > <MD5 Hash> = x  => All hashes allowed                                                          #
# > The <Hacked> value is optional                                                                 #
# > Empty lines are ignored                                                                        #
# > Anything behind a '#' char is ignored                                                          #
#                                                                                                  #
####################################################################################################
ACE_20241228_A

##################################################################################################################################
# Filename              Size            MD5 Hash                                Identifier                              Hacked?  #
##################################################################################################################################
EDITOR.DLL				1328640			524FB7066C5744B8438B7B840B6FDC78		UT v469a Release
EDITOR.DLL				1378080			20D818C90576ADD9FB95B016BF93A5E2		UT v469b Release
EDITOR.DLL				1411856			DB9B3E86600C9F20168238EC0ED2E4D6		UT v469c Release
EDITOR.DLL				1392912			9C95BBB530A6BDCCC3A0EA3E4023066F		UT v469c Release - WinXP
EDITOR.DLL				1419528			4CA248D771CE06BFC32D6B6F0A0E59D7		UT v469d - RC1
EDITOR.DLL				1401096			DEAB62EB0D6FC1E296FB082532C2A8C4		UT v469d - RC2 - WinXP
EDITOR.DLL				1419528			6C96AE2AF19C5D3100819F4DC4B842DC		UT v469d - RC2
EDITOR.DLL				1401608			14B303CC8228A5A8B81A76CF5CB87353		UT v469d - RC3 - WinXP
EDITOR.DLL				1419528			BDC2EAD08AEDEB25C8FFA6B6DFAD061E		UT v469d - RC3
EDITOR.DLL				1404168			95930BC1208AB1CF38CE06EB4C2613DF		UT v469d - RC4 - WinXP
EDITOR.DLL				1421064			92B667D1F8665AEBB4B1FB841D0D691B		UT v469d - RC4
EDITOR.DLL				1404680			0E3F100685A68326908EA226C76EECEC		UT v469d Release - WinXP
EDITOR.DLL				1421064			9FEEBA608CCEFB6EC955708EB868BBA5		UT v469d Release
EDITOR.DLL				1438472			D4E7FEE51E34757ED7F7698FF21F2EAD		UT v469e - 20240117 Preview
EDITOR.DLL				1420552			3B5F56144681F0E9C8509DD656B9C923		UT v469e - 20240117 Preview - WinXP
EDITOR.DLL				1438472			7C6B3EDB1AD2FF69252675E6F3BCC3CB		UT v469e - 20240120 Preview
EDITOR.DLL				1420552			89CAB16CE713694D1ACA2671F515ACFF		UT v469e - 20240120 Preview - WinXP
EDITOR.DLL				1548936			28DA100E069CBADE9D96B0F8334F038B		UT v469e - 20241019 Preview - WinXP
EDITOR.DLL				1576072			9C46DE4A737C3AF1AA4D09E820B0CBFC		UT v469e - 20241019 Preview
EDITOR.DLL				1548936			BCEDA38292832B671171BC4A5F468299		UT v469e - 20241021 Preview - WinXP
EDITOR.DLL				1576072			B6ACCEA6325722816365D9B9A5BE4142		UT v469e - 20241021 Preview
EDITOR.DLL				1552008			43999483B4DCB2B43FEF041507FAF21D		UT v469e - 20241103 Preview - WinXP
EDITOR.DLL				1578632			5E991591346E595E5B4DC165E4F9FE86		UT v469e - 20241103 Preview
EDITOR.DLL				1552008			3F4102229A799AC3D85063CF80844195		UT v469e - RC1 - WinXP
EDITOR.DLL				1580168			EFCD2644D17F253AEA9D896FC270261A		UT v469e - RC1
EDITOR.DLL				1554056			9B17178179D1D5FA08E6B0142F63FEC7		UT v469e - RC2 - WinXP
EDITOR.DLL				1649800			CAB97A351AA50CA0A40C66F6B8DC5DB6		UT v469e - RC2
EDITOR.DLL				1567368			5B3BE87141E9E7BAF621A425ADAB4BBF		UT v469e - RC3 - WinXP
EDITOR.DLL				1594504			ABB090E4C8F0F8FEBCA4396614EDE841		UT v469e - RC3
EDITOR.DLL				1569928			52714E9D09A2EB09E313FC7620B45E6F		UT v469e - RC4 - WinXP
EDITOR.DLL				1597576			E416A8A35D10389E8AA5B72A3D6CC13D		UT v469e - RC4
EDITOR.U				98657			950F25A6C1D7037E0F3D9F81A88CE359		UT DEMO v348
EDITOR.U				126132			966517D2C0D0F4F40ADC9AA45F17997E		UT v432 GOTY
EDITOR.U				126142			F3B72A86F874B9E91654FD1BC5F673EB		UT v436 Std/TO 3.40
EDITOR.U				127545			F827773B0D8FA8BA2D7AD0011627A606		UT v469a Release
EDITOR.U				127725			84DFE1A340098445F960F6554B6EE5C3		UT v469b Release
EDITOR.U				128621			579384969C5F26ED6676672598A428E6		UT v469c Release
ENGINE.DLL				1605632			D583D079A8E7C4CEF295FF34C09A503E		UT DEMO v348
ENGINE.DLL				1605632			5786F75CB2ECE499B103ADEF273C43BE		UT DEMO v348 - DemoRecFix
ENGINE.DLL				1785856			1F71B15681B337D2A703138494272225		UT v432 GOTY
ENGINE.DLL				1789952			30E34C2A9E0EAB908C5DA6F322F4E2D7		UT v436 Std
ENGINE.DLL				1789952			7FCED6475943F2457B1483F0AE64EC17		UT v436 Creative
ENGINE.DLL				1789952			07447166E4443EA945CD7470CC50720A		UT v436 GOTY
ENGINE.DLL				1761280			CACED1EE932D1C7CF6EDCDF1572DCBAB		UT v440
ENGINE.DLL				1765376			039F49159DBE8A7C4516BE26DC618AD4		UT v451
ENGINE.DLL				1765376			CDA75950ECEBB2E1E4A404A48FA39A45		UT v451b
ENGINE.DLL				1765376			31509127C5A39AC7A826BEA1D05F6B4C		UT v451b Update
ENGINE.DLL				1781760			73AFD1F086A9BB830ACBEC09C1B028E4		TO 3.40
ENGINE.DLL				3451168			c40ab6ef33163091dc4659cbadfb3d28		UT v469b Release - Mesh Tweening Fix
ENGINE.DLL				3438080			E4A3571DC3F7203429AA3387890E4F4A		UT v469a Release
ENGINE.DLL				3451168			E751333216F058F4E7FBA6A43ABA255D		UT v469b Release
ENGINE.DLL				2722064			625D33739D92843143C88C43FBE5E876		UT v469c Release
ENGINE.DLL				2692368			54EF979897A58DA211760F281AA93F16		UT v469c Release - WinXP
ENGINE.DLL				2754824			925443A785EEFE5D91EEA15037DCC8E4		UT v469d - RC1
ENGINE.DLL				2723592			D2C7E8182C25EC03150FAFB309548098		UT v469d - RC2 - WinXP
ENGINE.DLL				2754824			15C3816C93B911F97C27576B3E850877		UT v469d - RC2
ENGINE.DLL				2724104			990AF598213943E6C527EB8CCF0701CE		UT v469d - RC3 - WinXP
ENGINE.DLL				2755336			9CD82C507F09981B106FB6DCE4D4C4FD		UT v469d - RC3
ENGINE.DLL				2724104			FC11586A197134DC6192A0F540C08BAA		UT v469d - RC4 - WinXP
ENGINE.DLL				2754824			68EB92F5E272B17582613519D263B0C4		UT v469d - RC4
ENGINE.DLL				2724104			C8C2E212B1F25611E3E802F662BB402F		UT v469d Release - WinXP
ENGINE.DLL				2754824			FC8180DA19B558C8C79EE33834DCFF78		UT v469d Release
ENGINE.DLL				2764552			FCCC245BF10B38AAA9643988A8E5765B		UT v469e - 20240117 Preview
ENGINE.DLL				2736904			30A2FC4900F95F0808B9721574F6534A		UT v469e - 20240117 Preview - WinXP
ENGINE.DLL				2764552			A857DF9308E1A1659C2C7929579EA96D		UT v469e - 20240120 Preview
ENGINE.DLL				2736904			15BA84335713A55F28A6E3F786C38909		UT v469e - 20240120 Preview - WinXP
ENGINE.DLL				2791048			1F0ECC8D8BBEDDB7363EA453729F1699		UT v469e - 20241019 Preview - WinXP
ENGINE.DLL				2830984			4D692EF036AED16181001D7F08373E92		UT v469e - 20241019 Preview
ENGINE.DLL				2792072			C26D18A404D2C30F4A72E1F1D423BE89		UT v469e - 20241021 Preview - WinXP
ENGINE.DLL				2832520			165B6D47C38EE948144595B9DCD1191D		UT v469e - 20241021 Preview
ENGINE.DLL				2795144			2619C13D6EF4B55E80E045D17508AD92		UT v469e - 20241103 Preview - WinXP
ENGINE.DLL				2835592			020A78C33A4FB7F4E834909122BC14B7		UT v469e - 20241103 Preview
ENGINE.DLL				2800264			F51382EC76D512225E3859125E9AED3A		UT v469e - RC1 - WinXP
ENGINE.DLL				2841736			8867DAFDCF5665542299E3E6EBED90B3		UT v469e - RC1
ENGINE.DLL				2800776			31E755FFE986E13A7F2FA756F095EE3D		UT v469e - RC2 - WinXP
ENGINE.DLL				2909320			529CDF10ADF5783E207698BBAFA54F27		UT v469e - RC2
ENGINE.DLL				2804872			122A68E81A61F959E1BAC480F2A01E7B		UT v469e - RC3 - WinXP
ENGINE.DLL				2843784			AF83147CE8EE5364F99415DBF11129B7		UT v469e - RC3
ENGINE.DLL				2806408			2FEDEC55101FC9312114A4CA34BEA5BC		UT v469e - RC4 - WinXP
ENGINE.DLL				2845832			DF00525281E31D631FB6BA00EE266E4C		UT v469e - RC4
ENGINE.U				1118823			b67394d68870eeaa3b0abbf95bb2d927		UT DEMO v348
ENGINE.U				1149560			659EFCACBAB279E56A2865268E0EC004		UT v432 GOTY
ENGINE.U				1149858			E6FBB28182BC82A9414CC96A744EDA1B		UT v436 Std/TO 3.40
ENGINE.U				1149880			3BAC4006D0BD9E101DF278668E11964C		UT v436 Creative
ENGINE.U				1149858			2D7EDC1B20EC674D28573CC2D13C67D5		UT v436 Russian
ENGINE.U				1165675			30991EBEB67C50D2A1FF996947FAC7AA		UT v451
ENGINE.U				1165783			9AECF807F585AC7543CA67E5C831A714		UT v451b
ENGINE.U				1165783			4E57F81600907BBD614C2F65A07048C2		UT v451b Update
ENGINE.U				1149858			5E9BDE4B6467BB85BB2921B7FB8342DB		HACKED - LiquidKill Silent Admin		Y
ENGINE.U				1215044			89E1CC9328D86B805FC8D349D2DE1EE7		UT v469a Release
ENGINE.U				1220313			5CE82238C1C10368D0DB223F1A156596		UT v469b Release
ENGINE.U				1255594			A2806EA2985642A31DF75554227EEC7C		UT v469c Release
ENGINE.U				1260153			0412907E2338D18782EC2F48735999FB		UT v469d Release
ENGINE.U				1268588			132C17D1A9FB09F35C829DCB3A929684		UT v469e - 20240114 Preview
ENGINE.U				1271333			B05FD7F3FCCA61C98EB8DA608B43E335		UT v469e - 20241019 Preview
ENGINE.U				1271097			CE8B55B77B0942FF065E2AAAFF07B172		UT v469e - 20241021 Preview
ENGINE.U				1271188			8A36932E51EC64B09A8A80D1CA5E5776		UT v469e - RC3
ENHANCEDITEMS.U			305359			0117DBA8E27BB706917AC9C9D8B4D8F2		EnhancedItems - Wormbo v2
ENHANCEDITEMS.U			300413			9923676E8156A95153FBADCBFEE723B5		EnhancedItems - Wormbo v1
EPICCUSTOMMODELS.U		2408852			77d46b21f336efcaded68affa68d1892		UT v432 GOTY
ESED3D9DRV.DLL			217088			3AAA8D6765EE0CCF610B978B93D4F668		ESE D3D9 Renderer v1.2.0
ESED3D9DRV.DLL			832952			1ec9da59042e1b79f49022d5f3899f4b		ESE D3D9 Renderer v1.3.0
ESEOPENGLDRV.DLL		131072			8E1CFF47C30F60AE3FAE9470EFAAA99E		ESE OpenGL Renderer v1.2.0
ESEOPENGLDRV.DLL		927160			37e8b63807dcaa2ff3a19a03ee8d2c60		ESE OpenGL Renderer v1.3.0
FCOMMANDOSKINS.UTX		5093279			A1E1A27D0C7E6C0F6F77483D7DD4F324		UT v432 Official
FCOMMANDOSKINS.UTX		7604256			0140956B7D2F71A3637B0A33C27CD9F4		UT v400 Official Hi-Res Skins
FCOMMANDOSKINS.UTX		5093279			5CFDFB6BFEDEBEE9FCECA99402CE9C16		HACKED - GMSkins						Y
FCOMMANDOSKINS.UTX		5068618			68C53834D76E0795570038C1C31C5B3F		HACKED - Rarebotskins					Y
FCOMMANDOSKINS.UTX		5093279			AD0025E575A484DEB715480FD960D142		HACKED - Neonskins						Y
FCOMMANDOSKINS.UTX		5093279			02810CB44700C477B9E51E34CD69EA7F		HACKED - Shadowskins					Y
FCOMMANDOSKINS.UTX		40039304		FE2FC9DAEECC65DE4A587605846A9CB7		Unreal HD Texture Pack 3.0.4
FCOMMANDOSKINS.UTX		30069461		353780237B5F2B9EAFCE2D8FAE243C4C		LODBias-compatible HD Skins v1
FCOMMANDOSKINS.UTX		3884906			E3707CFD2711F4E1F8BF01481A098DBC		LODBias-compatible SD Skins v1
FEMALE1SKINS.UTX		886624			9EA260ED513869722F4AABF182871AE7		UT v432 Official
FEMALE1SKINS.UTX		1325606			B34B21ADCF32FB551711677575BA96DE		UT v400 Official Hi-Res Skins
FEMALE1SKINS.UTX		886624			56A8C3B26D4AD55E39B213A226B0A88D		HACKED - GMSkins						Y
FEMALE1SKINS.UTX		883852			8680F8343CA6C8D8D2B00C3B5D1EEE2C		HACKED - Rarebotskins					Y
FEMALE1SKINS.UTX		886624			995DE838FB0E15F1293FC4E43D2AEF4E		HACKED - Neonskins						Y
FEMALE1SKINS.UTX		886624			9E8422C71BFC71730D7E41154B8BECA1		HACKED - Shadowskins					Y
FEMALE1SKINS.UTX		20983718		FE42FC90EE277C7474D767D35E07D180		Unreal HD Texture Pack 3.0.4
FEMALE2SKINS.UTX		709362			9585D884DC6C60FD10620A51CB75FE2A		UT v432 Official
FEMALE2SKINS.UTX		1060560			2A0C9D67D0CCC0247CBECE66BAD83DD5		UT v400 Official Hi-Res Skins
FEMALE2SKINS.UTX		709362			FE7754865C73AEE4736564A91F9ABABD		HACKED - GMSkins						Y
FEMALE2SKINS.UTX		706516			C5CD2B3465A934668CF1D9131A7D3ACA		HACKED - Rarebotskins					Y
FEMALE2SKINS.UTX		709362			57051EE9D61A0CEF01EFB5544C63676B		HACKED - Neonskins						Y
FEMALE2SKINS.UTX		709362			01D2664037A2F6A9883F359839CBE1C7		HACKED - Shadowskins					Y
FEMALE2SKINS.UTX		16787060		99552FD818608EB3DF973D25CD64B6CB		Unreal HD Texture Pack 3.0.4
FERBOTZ.DLL				56320			1678E261E607302CBE846FBADBD4F59C		XC Engine 25c
FERBOTZ.DLL				25600			359D0A2B536AABD3A5FB0C8F06D395CF		XC Engine 26
FERBOTZ.DLL				26112			DBAFA97981450A6AB2F147D25E40EF89		XC Engine 27
FIRE.DLL				106496			F6DBBFAA66D6156ECF62E6BA1EC7B2FE		UT DEMO v348
FIRE.DLL				106496			4519474F22F997FBEE8734BBC73BF7CF		UT v432 GOTY
FIRE.DLL				106496			5FC2ADD20D2AFC1BDF068D8C2611D312		UT v436 Std
FIRE.DLL				106496			7AAF91146AED34E691B96C49B1F13C1B		UT v436 GOTY
FIRE.DLL				106496			D61342AD187B6223564E351564819685		UT v451
FIRE.DLL				106496			821D338486BEC8CCA42C0F97E3F229E2		UT v451b
FIRE.DLL				153600			F90EE64A651CA5C13DCD70ACC14549D9		UT v469a Release
FIRE.DLL				163616			283A819D26C5E0368E8E13AE8C9946CE		UT v469b Release
FIRE.DLL				163600			BBC8BE1CF8AEE0E8CA5DB5B3285535D3		UT v469c Release
FIRE.DLL				162576			F7FEF0EDAF626C8BF45E9729552A7AB6		UT v469c Release - WinXP
FIRE.DLL				163592			0E00CAC7451CF459FA901112A2FD4910		UT v469d - RC1
FIRE.DLL				163080			9E5C27FFB95C6438DA5477EC33DAC32E		UT v469d - RC2 - WinXP
FIRE.DLL				163592			DBA85C26E5DD1DF8374C23D9FD315830		UT v469d - RC2
FIRE.DLL				163080			56FA8FAA567AF1FDAD49924976A80909		UT v469d - RC3 - WinXP
FIRE.DLL				163592			3337C3693F79AF30642EA6E19D1BF817		UT v469d - RC3
FIRE.DLL				163080			E67445765AB8085EB1C0C296805D43D7		UT v469d - RC4 - WinXP
FIRE.DLL				163592			F0D735BD6B5BEFA9B56AEE619CC449E6		UT v469d - RC4
FIRE.DLL				163080			72293C0D96FF69BDAE298B299C85D541		UT v469d Release - WinXP
FIRE.DLL				163592			06FB0B5EFD7B71969E893713F646960B		UT v469d Release
FIRE.DLL				163592			B6E50B961C1FC15E59570D2605FE3484		UT v469e - 20240117 Preview
FIRE.DLL				163080			F26B2FFDDF3592C601E24A2189005B8B		UT v469e - 20240117 Preview - WinXP
FIRE.DLL				163592			871FEB01ABA7B8A7091380B989C10BD6		UT v469e - 20240120 Preview
FIRE.DLL				163080			2F7212512617D8D0A1E0D481707BEAD8		UT v469e - 20240120 Preview - WinXP
FIRE.DLL				165000			37C738F5552273F91BAB7F9F67017096		UT v469e - 20241019 Preview - WinXP
FIRE.DLL				165512			6ED81A0184411E01F0682702478FDEA4		UT v469e - 20241019 Preview
FIRE.DLL				165000			800FBE288C4F2EEBA34AD4E2B78E4EFD		UT v469e - 20241021 Preview - WinXP
FIRE.DLL				165512			69C66C77BA2CFAD57CC6F81053E656D0		UT v469e - 20241021 Preview
FIRE.DLL				165000			B7E26ECD16FEB98DF95435A8FD75D6BA		UT v469e - 20241103 Preview - WinXP
FIRE.DLL				165512			3EA2C11CD76C6CB8CAE7A96AE2FB2013		UT v469e - 20241103 Preview
FIRE.DLL				165000			1DB6476F10CAD14277A511E87B3C84E4		UT v469e - RC1 - WinXP
FIRE.DLL				165512			B9D54260E769D5F420AA5566B37AF6E6		UT v469e - RC1
FIRE.DLL				165000			A0C8DFA3B9DF5820BD402DD1C4166098		UT v469e - RC2 - WinXP
FIRE.DLL				235656			88A991597A0DC222889CA43996885E19		UT v469e - RC2
FIRE.DLL				165000			5B492CF71EF40A81350630A08AEEB43E		UT v469e - RC3 - WinXP
FIRE.DLL				166024			D73A41BF68477303DDE3DD3C56166127		UT v469e - RC3
FIRE.DLL				165000			E33AB61AF2C27E460D6131E8ED3583A4		UT v469e - RC4 - WinXP
FIRE.DLL				166024			4F0C5341399C59CAC17B0C7D5E147723		UT v469e - RC4
FIRE.U					14926			2B6EA45E4FCF11674DBEF105966E3388		UT DEMO v348
FIRE.U					15230			A2EB6273B2159F895CA11D981770BC19		UT v432 GOTY
FIRE.U					15248			7F283BF42B1323CAC480C0961F21E356		UT v436 Std/TO 3.40
FIRE.U					19278			C265A02D760762DA9DF7403FD8530836		UT v469a Release
FMOD.DLL				161280			F51A7DD4D040A9C079CF64D36F569673		OldUnreal MediaPatch v0.1
FMOD.DLL				1495552			8C1F3B6EC6A11A4E147A16FFFA91FF79		UT v469a Release
FMOD.DLL				1554720			738699F55A7B5A16A22E1AD5E2DBC1A1		UT v469b Release
FMOD.DLL				1556480			464A4FE3CA48BBCB6DD86DD75788E8A3		UT v469c Release
FMOD.DLL				403216			4D22CC6EED821AEBDE662CCC6A2DCC40		UT v469c Release
FMOD.DLL				1556480			07DCDDE011836061F326B0414F576AC6		UT v469e - 20240114 Preview
FMODAUDIODRV.DLL		122880			7A341442269CA09145B33E92EABE62A5		OldUnreal MediaPatch v0.1
FMODAUDIODRV.DLL		122880			B60A8ED457FCAD5B4D3A707E6AB70C1F		OldUnreal MediaPatch v0.2
GALAXY.DLL				348160			8f475f6f05b101e4830473fe7ce8e160		UT DEMO v348
GALAXY.DLL				339968			ED897B0422ADD2CA88FA7F02AF375C7F		UT v432 GOTY
GALAXY.DLL				339968			CB246E9A387CC002E6EA13264AC0DC08		UT v436 Std
GALAXY.DLL				352256			F3D4D4D956A3F82B8BFF1BB4958D27A7		UT v436 Creative
GALAXY.DLL				339968			FDAC609BE71693E9102E5F38165D0678		UT v436 GOTY
GALAXY.DLL				339968			AB8D834F97F7532E2CFAC1BB6EF4F613		UT v451
GALAXY.DLL				339968			64F733A15A18644584B8C2895B431CD5		UT v451b
GALAXY.DLL				880128			186ABE12369D1F768A413C774F68D403		UT v469a Release
GALAXY.DLL				1132832			CE8DDB0E0A2DD4CE47C27C9A6D3591EA		UT v469b Release
GALAXY.DLL				583440			A6629B2071168BD95C9C80E97862D1BA		UT v469c Release
GALAXY.DLL				617232			25521AE0F439FA5A7F4C2F10FFF7DB4A		UT v469c Release - WinXP
GALAXY.DLL				585992			5B5A6CB796C6389FE11020CA39CCF686		UT v469d - RC1
GALAXY.DLL				617224			B15AFAE271FC2719A1274E93D254DD9A		UT v469d - RC2 - WinXP
GALAXY.DLL				585992			7100F4EA9C37BCA3654E5AE21534554E		UT v469d - RC2
GALAXY.DLL				617224			6D819E540DEA39FE4B6F49CDC0B016F0		UT v469d - RC3 - WinXP
GALAXY.DLL				585992			68B6944AF53B347C18FE75179855845B		UT v469d - RC3
GALAXY.DLL				617224			4AEF0CD123348D00FF49ADF1225FB8CB		UT v469d - RC4 - WinXP
GALAXY.DLL				585480			CC3621D9D2F4BB5E0586F7FD2DAE2AC1		UT v469d - RC4
GALAXY.DLL				617224			3AA1386406FC2792235AC87394ECE76D		UT v469d Release - WinXP
GALAXY.DLL				585480			45A4473B3CC33C88145236437CDCCE5C		UT v469d Release
GALAXY.DLL				585480			EA30B69F64A749BEFCFC23E7BBC24B92		UT v469e - 20240117 Preview
GALAXY.DLL				580872			7603EFA8F9A6623D8812B9B96832AAE3		UT v469e - 20240117 Preview - WinXP
GALAXY.DLL				585480			C128E1BC3E32007252E985BE882D5376		UT v469e - 20240120 Preview
GALAXY.DLL				580872			69046D3944B79B1B72892F0F4412CE4F		UT v469e - 20240120 Preview - WinXP
GALAXY.DLL				618120			6E07BB222BCE7ADF9EF62A30CE6602B2		UT v469e - 20241019 Preview - WinXP
GALAXY.DLL				585352			90E2B604CE361C428EB758B4DEF2D232		UT v469e - 20241019 Preview
GALAXY.DLL				618120			1B0CCF5C9F63F08A2C493773A51DBF18		UT v469e - 20241021 Preview - WinXP
GALAXY.DLL				587400			8757F24ABBCE180FCC8EE5F48D45085B		UT v469e - 20241021 Preview
GALAXY.DLL				618120			9C74CBC51C9BA1333E1ED4E821332EA4		UT v469e - 20241103 Preview - WinXP
GALAXY.DLL				587400			A6DF719F43D90D060EE3CBE5B6251FEC		UT v469e - 20241103 Preview
GALAXY.DLL				618120			1279DBFF101604FE9A128D9C49121E12		UT v469e - RC1 - WinXP
GALAXY.DLL				587400			7A203FCF5E308DED54BA27186A8AA620		UT v469e - RC1
GALAXY.DLL				618120			7E5044B9FFE0F43CC7C5BB53E2710573		UT v469e - RC2 - WinXP
GALAXY.DLL				653960			CCF29865F3E28CD178E787FC7F86477D		UT v469e - RC2
GALAXY.DLL				618120			82CD39B5C83889D46D38C896C332FFD5		UT v469e - RC3 - WinXP
GALAXY.DLL				585352			76295F62FC529C15E6DE6AA89E2F9BAE		UT v469e - RC3
GALAXY.DLL				618120			E455474F989A2616B3A13EB081F13FA4		UT v469e - RC4 - WinXP
GALAXY.DLL				587912			A8E59826029E093F99A4050ADA749964		UT v469e - RC4
GAMEOVERLAYRENDERER.DLL	-1				x										Steam Game Overlay Renderer
GLIDEDRV.DLL			86016			6fb172ab84fedb451d54bd6bbafc3075		UT DEMO v348
GLIDEDRV.DLL			81920			8533AE7AABA80DFDD0F10E83FF6412D2		UT v432 GOTY
GLIDEDRV.DLL			81920			9261D20E08276DD3A3CB1FCCEE709AE4		UT v436 Std
GLIDEDRV.DLL			81920			A2A92D59AA49E0A533B1F50276BF100F		UT v436 GOTY
GLIDEDRV.DLL			81920			66F5C8F53908B4A54B5F6249E7E7C4FD		UT v451
GLIDEDRV.DLL			81920			DA57A6F4F58A6C51B365BF9D7534DAF8		UT v451b
GOTHFEM.UTX				7882419			7C4A47E221C192CFD22E0052C68D4ABB		LODBias-compatible HD Skins v1
GOTHFEM.UTX				1000863			09C6E5BF89FDF91D5D067839F5C6FD2D		LODBias-compatible SD Skins v1
GOTHSKINS.UTX			7837346			53856AF85AA0C8DF0C4877BAB0A89366		Unreal HD Texture Pack 3.5.1
GOTHSKINS.UTX			5891114			AE4B413420AC0FECA27CBDA26702A036		LODBias-compatible HD Skins v1
GOTHSKINS.UTX			800760			D1896B7443640536AE007EB22A0F8070		LODBias-compatible SD Skins v1
HRTFAUDIO.DLL			814080			C4B7D1E11AB0F8B938C8DE094C2FB2E9		HRTFAudio v1.3
HRTFAUDIO.DLL			814080			9CCE121789347B056408EC899429D94C		HRTFAudio v1.4
HRTFAUDIO.DLL			862720			AC07F0BB5DF479D772044A90A4A3393F		HRTFAudio v2.1
HRTFAUDIO.DLL			863744			12C2D17030505BA260EADD86FAF31FB1		HRTFAudio v2.3
ICBINDX11DRV.DLL		583168			01059A65FF432FB479E772CE06470BD9		ICBINDx11Drv v0.6.9
ICBINDX11DRV.DLL		249096			E3C64F457769A105B4B856379E66AAC9		UT v469e - 20240114 Preview
ICBINDX11DRV.DLL		249096			25738351BB3EF7343C8BD76C055A35C8		UT v469e - 20240117 Preview
ICBINDX11DRV.DLL		249096			4E7E52FFD2CF578EC5FBB6012D6D8A20		UT v469e - 20240120 Preview
ICBINDX11DRV.DLL		751616			37A2A42FA1B92E5FF165054055C87493		ICBINDx11Drv v0.8.9
ICBINDX11DRV.DLL		402056			D425568F9C082BB070C238C6C4A219B9		UT v469e - 20241019 Preview
ICBINDX11DRV.DLL		401544			0972B3CE9F1B33FDFB69B5B6A2DB28AB		UT v469e - 20241021 Preview
ICBINDX11DRV.DLL		398984			2F6388122860A9BE3042539130AFD492		UT v469e - 20241103 Preview
ICBINDX11DRV.DLL		400520			2EDFE44370965D43E0924D3666CC7C97		UT v469e - RC1
ICBINDX11DRV.DLL		467592			70DEF3530B07DE9D363A89546EB4AF66		UT v469e - RC2
ICBINDX11DRV.DLL		405128			97158F3B11408F8934A3FD047C1ED5A0		UT v469e - RC3
ICBINDX11DRV.DLL		405128			55FDFD3302AD71296603240B3172046D		UT v469e - RC4
IPDRV.DLL				184320			86995e0f15654b24fcf6276732695d04		UT DEMO v348
IPDRV.DLL				233472			58DCF0AEDAADAA85FFC36D3627066325		UT v432 GOTY
IPDRV.DLL				233472			FF5DDC3652A71526FE6EE67842E8451C		UT v436 Std
IPDRV.DLL				233472			14B5A525C622BCC3B41784C25447376B		UT v436 GOTY
IPDRV.DLL				237568			A8CC1506847F7868197B69561FE49DD8		UT v436 - IpDrv Fix
IPDRV.DLL				245760			DC29CD8C8CE8516E67F038DEB5AF7F3E		UT v440
IPDRV.DLL				245760			6647F8A6C6748C672E752D65E849BE29		UT v451
IPDRV.DLL				245760			47C725C2057FF5C39B364B1FFC1D8C7F		UT v451b
IPDRV.DLL				265728			CBF35F73673322DBB5940DA1814ADE9E		UT v469a Release
IPDRV.DLL				273696			B8D99AD5A89BE1A6EC1739AFC2D80DE4		UT v469b Release
IPDRV.DLL				279312			7874281540C41825B96C35ADF28D4559		UT v469c Release
IPDRV.DLL				274704			1DE55CA72CD08E1592CC9EDE7E68A886		UT v469c Release - WinXP
IPDRV.DLL				281864			F05627C3EF0DFCAFFF8E33F82FBB1340		UT v469d - RC1
IPDRV.DLL				277256			1261576583A11EEA3FEF7746798BED80		UT v469d - RC2 - WinXP
IPDRV.DLL				281864			7B200F19BA03568B781CA7EF0A504AD2		UT v469d - RC2
IPDRV.DLL				277256			9EFAC49B945EA349C9E7D8B3BFFE1891		UT v469d - RC3 - WinXP
IPDRV.DLL				281864			5F73979B03426C99145572ADE776C45C		UT v469d - RC3
IPDRV.DLL				277256			177602A5E04D1BD3CC1664D517D7AA92		UT v469d - RC4 - WinXP
IPDRV.DLL				281864			DA5730A72E65CFCBF0F1AF5CA6BF158E		UT v469d - RC4
IPDRV.DLL				275720			A1508DC9858F5FA8ADA9D06E72936AE7		UT v469d Release - WinXP
IPDRV.DLL				280328			84B9858660FB92227ECF1ED8D3AB61EC		UT v469d Release
IPDRV.DLL				280840			1A9F90C1E12BFD86D65811F259A22FBC		UT v469e - 20240117 Preview
IPDRV.DLL				275720			A7DF60218752ED80B30533F269B66AC4		UT v469e - 20240117 Preview - WinXP
IPDRV.DLL				280840			AF70A4C8A4E69A142962D9A3EA055A2A		UT v469e - 20240120 Preview
IPDRV.DLL				275720			328F9A77CCCE2037B336C401F0C965C8		UT v469e - 20240120 Preview - WinXP
IPDRV.DLL				279176			955B9EA096EEFC49F52D536EAE70E169		UT v469e - 20241019 Preview - WinXP
